"";"route_n";"next_stop_dist";"name";"bus";"tram";"trolley";"minibus";"lat";"lon";"Широта.(МСК-61)";"Долгота.(МСК-61)";"n_bus";"n_tram";"n_trolley";"n_minibus";"n_all";"NA"
"550";"8";407,768854398172;"пл. Плевен";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20, 10";47,20828;39,63465;420324,383508124;2197934,97177493;5;0;1;8;14;19
"934";"8";342,745683542128;"ул. Зорге/пр. Стачки";"96, 94";NA;"8";"96, 94, 93, 73, 20, 10";47,21194;39,63487;420730,987255854;2197958,66888966;2;0;1;6;9;30
"1184";"8";375,262085004463;"Школа";"71, 67, 64, 26, 16";NA;"8";"71, 67, 59, 52, 40, 16";47,21245;39,63934;420781,844218433;2198298,26182113;5;0;1;6;12;40
"564";"8";539,364811126581;"пл. Тружеников";"71, 67, 64, 26, 16";NA;"8";"71, 67, 59, 52, 40, 16";47,21234;39,6443;420763,156543434;2198673,78400333;5;0;1;6;12;22
"190";"8";381,076399817348;"Глазная клиника";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"8";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21205;39,65142;420721,686874218;2199212,59222768;10;0;1;10;21;3
"846";"8";417,585541723683;"ул. 2-я Кольцевая";"41, 16, 26, 34а, 57, 64, 67, 71, 98, 34";NA;"8";"44, 16, 52, 34, 40, 98, 71, 67, 59, 55";47,21184;39,65645;420691,849923889;2199593,23297876;10;0;1;10;21;25
"1001";"8";290,653201834623;"ул. Международная";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"8";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21159;39,66196;420656,974857247;2200010,16325292;10;0;1;10;21;35
"825";"8";537,110153225832;"Тренёва";"41, 34а, 34, 26, 16, 15, 67, 71, 98, 57, 64";NA;"8";"67, 16, 34, 40, 44, 52, 59, 71, 98, 55";47,21137;39,66579;420627,611598386;2200299,88700912;11;0;1;10;22;24
"528";"8";365,158500529699;"пл. Дружинников";"4";NA;"8";"4";47,21093;39,67413;420568,063422437;2200930,85499889;1;0;1;1;3;17
"865";"8";435,512029889256;"ул. Бабушкина";"15, 98, 4, 16, 26, 34, 41, 57, 64, 67, 71, 34а";NA;"12, 8";"4, 40, 44, 52, 55, 59, 67, 16, 98, 34, 71";47,2111;39,68015;420579,330210417;2201387,21368081;12;0;2;11;25;27
"506";"8";1090,19698684896;"Переходной мост";"64, 4, 15, 16, 26, 34, 34а, 57, 67, 98, 41, 71";NA;"12, 8";"40, 71, 98, 55, 44, 34, 16, 67, 4, 59, 52";47,21153;39,68697;420618,530143072;2201904,65302555;12;0;2;11;25;13
"938";"8";375,236571089389;"ул. Интернациональная";"4";NA;"8";"8, 4";47,20423;39,67736;419819,106715782;2201163,07900891;1;0;1;2;4;31
"438";"8";2110,8157522693;"пер. Кущевский";"4";NA;"8";"8, 4";47,20284;39,67284;419670,316614108;2200818,03028884;1;0;1;2;4;7
"555";"8";392,698144556161;"пл. Стачки 1902 года";"4, 98, 15, 16, 26, 34, 41, 57, 64, 67, 71, 34а";NA;"12, 8";"4, 34, 40, 44, 48, 52, 55, 59, 8, 71, 16, 98, 67";47,21383;39,69583;420863,117046191;2202580,05046731;12;0;2;13;27;20
"515";"8";500,093309370763;"пл. 5-го Донского корпуса";"26, 4, 16, 34, 34а, 41, 57, 64, 71, 15";NA;"12, 8";"8, 16, 4, 71, 48, 44, 34";47,21587;39,70152;421082,814616359;2203014,79640409;10;0;2;7;19;15
"1166";"8";NA;"Центральный рынок";"75, 64, 57, 41, 16, 4";NA;"12, 8";NA;47,21695;39,70794;421194,913739701;2203503,05887754;6;0;2;0;8;39
"599";"9";417,699154767524;"пос. Пилотов";"7";NA;"9";"95, 93";47,26507;39,81428;426418,439752096;2211638,09080697;1;0;1;2;4;22
"255";"9";600,344362996162;"Заводская";"7";NA;"9";"95, 93";47,26284;39,80966;426175,773468876;2211284,72786245;1;0;1;2;4;10
"101";"9";479,582306955656;"Аэропорт";"7";NA;"9";"95, 93";47,25858;39,80358;425709,115319997;2210817,42268875;1;0;1;2;4;5
"1185";"9";58,348637847195;"Школа";"7";NA;"9";"95, 93, 88";47,25609;39,7984;425438,236072322;2210421,15778375;1;0;1;3;5;48
"926";"9";1077,15604837413;"ул. Зеленая";"7";NA;"9";"95, 93, 88, 67";47,25642;39,7978;425475,613679956;2210376,30113999;1;0;1;4;6;39
"946";"9";464,089147734398;"ул. Кизитериновская";"7";NA;"9";"88, 67, 95, 93";47,2523;39,78336;425034,293062395;2209276,28878819;1;0;1;4;6;40
"889";"9";232,126782210535;"ул. Воровского";"7";NA;"9";"95, 93, 88, 67";47,24946;39,77811;424724,687067472;2208874,00616895;1;0;1;4;6;37
"1076";"9";243,208880929939;"ул. Селиванова";"7";NA;"9";"95, 93, 88, 67";47,24781;39,77467;424545,279964769;2208610,75566113;1;0;1;4;6;45
"1026";"9";535,95676508403;"ул. Новая";"7";NA;"9";"95, 93, 88, 67";47,24584;39,77102;424330,555914079;2208331,03816559;1;0;1;4;6;43
"6712";"9";289,613222819833;"Пригородный автовокзал";"3, 54, 67, 98, 3а, 7";NA;"1, 5, 9";"67, 19, 24, 29, 40, 52, 66, 79, 88, 93, 95, 59";47,24322;39,76507;424046,299013725;2207876,0434749;6;0;3;12;21;34
"6702";"9";334,602914210588;"Пригородный автовокзал";"3а, 7, 54, 67, 98, 3";NA;"9, 1, 5";"59, 19, 24, 29, 52, 66, 67, 79, 88, 93, 95, 40";47,24182;39,76184;423894,480193367;2207629,06665746;6;0;3;12;21;33
"6661";"9";335,945225048983;"пр. Шолохова";"98, 67, 54, 7, 3а, 3";NA;"9, 1";"66, 24, 19, 95, 79";47,23995;39,75808;423691,050129106;2207341,12852687;6;0;2;5;13;31
"11161";"9";553,579968165415;"ул. Ченцова";"98, 67, 54, 7, 3а, 3";NA;"9, 1";"95, 79, 66, 24, 19";47,23631;39,75959;423284,58385028;2207449,10787873;6;0;2;5;13;46
"5321";"9";352,868398784235;"пл. К. Маркса";"98, 67, 7, 3а, 3";NA;"9, 1";"95, 79, 19";47,23136;39,76198;422731,439231257;2207621,46038836;5;0;2;3;10;18
"33";"9";81,2588047898321;"13-я линия";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80";47,22966;39,75804;422547,122672904;2207320,13283216;7;0;4;2;13;1
"52";"9";322,594091587437;"14-я линия";"98, 80, 70, 67, 7";NA;"22, 9, 2, 1";NA;47,22959;39,75697;422540,613622106;2207238,98137838;5;0;4;0;9;2
"372";"9";59,7879205178396;"2-я линия";"98, 80, 70, 67, 7";NA;"22, 9, 2, 1";NA;47,22881;39,75286;422458,798816807;2206926,37067679;5;0;4;0;9;4
"222";"9";352,211429780154;"1-я линия";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80";47,22856;39,75216;422431,841737296;2206872,9215532;7;0;4;2;13;3
"5592";"9";288,989588275828;"пл. Театральная";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80, 55";47,22774;39,74766;422346,066906287;2206530,69409318;7;0;4;3;14;20
"5602";"9";365,467522141179;"пл. Театральная";"80, 70, 67, 7, 3а, 3, 98";NA;"22, 9, 2, 1";"98, 80";47,22764;39,74384;422339,538220136;2206241,2255552;7;0;4;2;13;21
"4482";"9";173,784062666315;"пер. Нахичеванский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22663;39,73924;422232,797609248;2205891,07256008;7;0;4;0;11;14
"4332";"9";403,019116391576;"пер. Крепостной";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22631;39,73699;422199,941587269;2205720,10631183;7;0;4;0;11;13
"6322";"9";301,309381602775;"пр. Кировский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22515;39,73194;422077,102132302;2205335,58695651;7;0;4;0;11;28
"4932";"9";285,271945633852;"пер. Университетский";"3, 98, 80, 70, 67, 7, 3а";NA;"22, 9, 2, 1";NA;47,22445;39,72809;422003,964414686;2205042,75709963;7;0;4;0;11;17
"6632";"9";296,754955173934;"пр. Чехова";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22351;39,72352;421905,039724087;2204694,95853671;7;0;4;0;11;30
"6242";"9";187,538324615106;"пр. Ворошиловский";NA;NA;"22, 9, 2, 1";NA;47,22262;39,71982;421810,626669663;2204413,13002973;0;0;4;0;4;26
"6252";"9";291,123399580576;"пр. Ворошиловский";"98, 80, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22225;39,7174;421772,463353477;2204229,17646834;8;0;4;0;12;27
"4782";"9";402,059801230814;"пер. Семашко";"3, 98, 80, 70, 67, 33, 7, 3а";NA;"22, 9, 2, 1";NA;47,22146;39,71369;421689,201964836;2203946,75713121;8;0;4;0;12;15
"6162";"9";191,728084641497;"пр. Буденновский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22023;39,70869;421558,633023869;2203565,82474383;7;0;4;0;11;24
"6172";"9";393,398634049772;"пр. Буденновский";"98, 80, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,21984;39,70622;421518,334420981;2203378,03367013;8;0;4;0;12;25
"4012";"9";356,369686669254;"пер. Братский";"98, 80, 75, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,21846;39,69954;421373,217962726;2202869,55290041;9;0;4;0;13;12
"6732";"9";227,491312577056;"Пригородный ЖДВ";"3а, 7, 31, 33, 39, 70, 80, 3";NA;"22, 1, 2, 9";"55, 20, 38, 52, 58, 59, 67, 78, 90, 98, 99, 40";47,21788;39,69462;421314,880215892;2202495,82763464;8;0;4;12;24;36
"1821";"9";175,126685758945;"Главный автовокзал";"33, 3";NA;"22, 9, 1";"78, 20";47,21979;39,69355;421528,559575994;2202418,29033115;2;0;3;2;7;7
"1852";"9";NA;"Главный ЖДВ";NA;NA;"22, 9, 5, 1";NA;47,22068;39,69164;421629,896454274;2202275,26079839;0;0;4;0;4;8
"11661";"12";500,093309370763;"Центральный рынок";"75, 64, 57, 41, 16, 4";NA;"12, 8";NA;47,21695;39,70794;421194,913739701;2203503,05887754;6;0;2;0;8;39
"5161";"12";392,698144556161;"пл. 5-го Донского корпуса";"71, 15, 16, 26, 34, 34а, 41, 57, 4, 64";NA;"12, 8";"8, 16, 34, 44, 48, 71, 4";47,21566;39,70027;421061,024294283;2202919,72795257;10;0;2;7;19;17
"5561";"12";696,486599185142;"пл. Стачки 1902 года";"15, 16, 26, 34, 34а, 41, 57, 64, 67, 71, 98, 4";NA;"12, 8";"16, 8, 34, 40, 44, 48, 52, 55, 59, 67, 71, 98, 4";47,21394;39,69547;420875,796024439;2202552,98206757;12;0;2;13;27;22
"5071";"12";435,512029889256;"Переходной мост";"16, 4, 26, 34, 34а, 41, 57, 64, 67, 71, 98, 15";NA;"12, 8";"34, 16, 40, 44, 52, 55, 59, 67, 71, 98, 8";47,21166;39,68585;420634,392542429;2201820,0490049;12;0;2;11;25;15
"8661";"12";404,239054968349;"ул. Бабушкина";"98, 15, 16, 26, 34, 34а, 41, 57, 64, 67, 71, 4";NA;"12, 8";"16, 34, 40, 44, 52, 55, 59, 67, 71, 98, 8";47,21122;39,67894;420594,202241709;2201295,77378992;12;0;2;11;25;28
"527";"12";199,419435653491;"пл. Дружинников";"4";NA;"12";"8";47,21035;39,67375;420504,066200471;2200900,98625639;1;0;1;1;3;18
"530";"12";299,524907496268;"пл. Дружинников";"98, 16, 26, 34, 34а, 41, 57, 64, 67, 15, 71";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21094;39,67126;420572,826323943;2200713,4578217;11;0;1;10;22;19
"954";"12";296,275515454873;"ул. Кулагина";"64, 57, 34а, 34, 26, 16, 15, 98, 67, 71";NA;"12";"98, 16, 34, 40, 44, 52, 55, 59, 71, 67";47,21114;39,66731;420600,09908105;2200414,60194228;10;0;1;10;21;34
"1002";"12";394,201133609063;"ул. Международная";"98, 16, 26, 34, 34а, 41, 57, 64, 67, 15, 71";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21131;39,6634;420624,000548986;2200118,72210609;11;0;1;10;22;36
"847";"12";403,582959167836;"ул. 2-я Кольцевая";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21156;39,6582;420658,469132653;2199725,27275567;10;0;1;10;21;25
"856";"12";358,17363766275;"ул. 6-я Кольцевая";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21185;39,65288;420697,565829289;2199322,81258063;10;0;1;10;21;26
"565";"12";300,298028767713;"пл. Тружеников";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21202;39,64815;420722,584455088;2198964,82282915;10;0;1;10;21;23
"360";"12";417,823399812854;"Новосел";"57, 41, 34а, 34, 98";NA;"12";"98, 44, 34";47,20967;39,6462;420463,857775403;2198812,6282914;5;0;1;3;9;7
"155";"12";393,55066815086;"Военкомат";"34, 98, 57";NA;"12";"98, 44, 34";47,20821;39,64111;420308,164714629;2198424,23689496;3;0;1;3;7;3
"549";"12";410,135562179095;"пл. Плевен";"98, 57, 34";NA;"12";"98, 44, 34";47,20807;39,63591;420299,388536952;2198030,02423766;3;0;1;3;7;20
"1132";"12";3554,4124578399;"Универсам";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20794;39,63049;420292,039213791;2197619,16189744;5;0;1;8;14;38
"939";"12";458,83371413577;"ул. Интернациональная";"4";NA;"12";"8, 4";47,20434;39,67719;419831,551225959;2201150,40373396;1;0;1;2;4;30
"953";"12";507,783017909662;"ул. Кулагина";"4";NA;"12";"8, 4";47,20266;39,67165;419651,820000834;2200727,53225395;1;0;1;2;4;33
"949";"12";244,450665268497;"ул. Коминтерна";"4";NA;"12";"8, 4";47,20056;39,66569;419425,963322147;2200272,02332056;1;0;1;2;4;32
"459";"12";646,905424038332;"пер. Пограничный";"4";NA;"12";"8, 4";47,19944;39,66291;419305,009537021;2200059,27810507;1;0;1;2;4;11
"384";"12";363,085583381103;"пер. 2-й Поселковый";"4";NA;"12";"8, 4";47,19639;39,65563;418975,290237179;2199501,89805488;1;0;1;2;4;8
"386";"12";578,470765118789;"пер. 3-й Поселковый";"4";NA;"12";"8, 4";47,19465;39,65157;418787,090809523;2199190,95015368;1;0;1;2;4;9
"1088";"12";401,971046785993;"ул. Судостроительная";"4";NA;"12";"8, 4";47,19288;39,64438;418599,635734362;2198642,73283257;1;0;1;2;4;37
"876";"12";303,321383924781;"ул. Богачёва";"4";NA;"12";"8, 4";47,19228;39,63914;418539,756297876;2198244,49555082;1;0;1;2;4;29
"490";"12";418,785579234501;"пер. Строительный";"4";NA;"12";"8, 4";47,19201;39,63515;418514,953761314;2197941,61043233;1;0;1;2;4;13
"444";"12";277,77759786325;"пер. Молодогвардейский";"4";NA;"12";"73, 8";47,19479;39,63142;418828,900913867;2197664,29751945;1;0;1;2;4;10
"982";"12";203,22310980956;"ул. Магнитогорская";"4";NA;"12";"73, 8";47,19512;39,62778;418870,371015398;2197389,10429794;1;0;1;2;4;35
"177";"12";275,522078941081;"Гипсовый завод";"4";NA;"12";"73, 8";47,1963;39,62573;419004,2538571;2197236,04272324;1;0;1;2;4;4
"460";"12";390,370021049188;"пер. Пржевальского";"4";NA;"12";"73, 8";47,19867;39,62468;419269,116550947;2197161,0644212;1;0;1;2;4;12
"944";"12";495,823661264699;"ул. Каширская";"4";NA;"12";"73, 8";47,1989;39,61953;419301,491092891;2196771,28533883;1;0;1;2;4;31
"200";"12";323,971466681073;"ГПЗ-10";"34, 34а, 57, 94, 96, 32";NA;"12";"34, 20, 25, 44, 56, 73, 93, 94, 96, 98, 23";47,20091;39,61368;419532,708574828;2196331,94202592;6;0;1;11;18;5
"337";"12";439,97629515242;"Магазин ""Богатырь""";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20";47,20359;39,61535;419828,4316537;2196463,69762689;5;0;1;7;13;6
"92";"12";213,550735087952;"Аптека";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20753;39,61581;420265,840400642;2196506,22404843;5;0;1;8;14;2
"521";"12";269,408213895687;"42-й дом";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20763;39,61863;420273,218184556;2196720,05986484;5;0;1;8;14;1
"587";"12";NA;"Поликлиника больницы №20";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20772;39,62219;420278,513992451;2196989,93724076;5;0;1;8;14;24
"1853";"22";175,126685758945;"Главный ЖДВ";NA;NA;"22, 9, 5, 1";NA;47,22068;39,69164;421629,896454274;2202275,26079839;0;0;4;0;4;15
"1822";"22";214,58274306427;"Главный автовокзал";"33, 3";NA;"22, 9, 1";"78, 20";47,21979;39,69355;421528,559575994;2202418,29033115;2;0;3;2;7;14
"6733";"22";377,558570202363;"Пригородный ЖДВ";"3а, 7, 31, 33, 39, 70, 80, 3";NA;"22, 1, 2, 9";"55, 20, 38, 52, 58, 59, 67, 78, 90, 98, 99, 40";47,21788;39,69462;421314,880215892;2202495,82763464;8;0;4;12;24;48
"4003";"22";393,398634049772;"пер. Братский";"98, 80, 75, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";"20";47,21871;39,70129;421398,83201819;2203002,56150573;9;0;4;1;14;24
"6173";"22";191,728084641497;"пр. Буденновский";"98, 80, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,21984;39,70622;421518,334420981;2203378,03367013;8;0;4;0;12;41
"6163";"22";402,059801230814;"пр. Буденновский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22023;39,70869;421558,633023869;2203565,82474383;7;0;4;0;11;40
"4793";"22";291,123399580576;"пер. Семашко";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22134;39,71379;421675,737964528;2203954,11405666;7;0;4;0;11;32
"6253";"22";187,538324615106;"пр. Ворошиловский";"98, 80, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22225;39,7174;421772,463353477;2204229,17646834;8;0;4;0;12;43
"6243";"22";296,754955173934;"пр. Ворошиловский";NA;NA;"22, 9, 2, 1";NA;47,22262;39,71982;421810,626669663;2204413,13002973;0;0;4;0;4;42
"6623";"22";285,271945633852;"пр. Чехова";"98, 80, 70, 67, 7, 3а, 3";NA;"2, 1, 22, 9";NA;47,22362;39,72452;421916,04644913;2204770,89267429;7;0;4;0;11;45
"4933";"22";301,309381602775;"пер. Университетский";"3, 98, 80, 70, 67, 7, 3а";NA;"22, 9, 2, 1";NA;47,22445;39,72809;422003,964414686;2205042,75709963;7;0;4;0;11;33
"6323";"22";403,019116391576;"пр. Кировский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22515;39,73194;422077,102132302;2205335,58695651;7;0;4;0;11;44
"4333";"22";173,784062666315;"пер. Крепостной";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22631;39,73699;422199,941587269;2205720,10631183;7;0;4;0;11;26
"4483";"22";365,467522141179;"пер. Нахичеванский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22663;39,73924;422232,797609248;2205891,07256008;7;0;4;0;11;29
"5603";"22";288,989588275828;"пл. Театральная";"80, 70, 67, 7, 3а, 3, 98";NA;"22, 9, 2, 1";"98, 80";47,22764;39,74384;422339,538220136;2206241,2255552;7;0;4;2;13;37
"5593";"22";352,211429780154;"пл. Театральная";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80, 55";47,22774;39,74766;422346,066906287;2206530,69409318;7;0;4;3;14;36
"223";"22";59,7879205178396;"1-я линия";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80";47,22856;39,75216;422431,841737296;2206872,9215532;7;0;4;2;13;5
"373";"22";322,594091587437;"2-я линия";"98, 80, 70, 67, 7";NA;"22, 9, 2, 1";NA;47,22881;39,75286;422458,798816807;2206926,37067679;5;0;4;0;9;9
"56";"22";81,2588047898321;"14-я линия";"98, 80, 70, 67, 7";NA;"22, 9, 2, 1";NA;47,22959;39,75697;422540,613622106;2207238,98137838;5;0;4;0;9;2
"34";"22";338,904283901344;"13-я линия";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80";47,22966;39,75804;422547,122672904;2207320,13283216;7;0;4;2;13;1
"5311";"22";135,786159731388;"пл. К. Маркса";"80, 70, 54";NA;"22, 2";"98, 80, 66, 24";47,22997;39,7625;422576,29188989;2207658,41972541;3;0;2;4;9;34
"5521";"22";140,836028754115;"пл. Свободы";"80, 70, 68, 54";NA;"22, 2";"80, 66";47,22932;39,76402;422502,229180694;2207772,39655987;4;0;2;2;8;35
"131";"22";274,483906618823;"19-я линия";"80, 70, 68, 54";NA;"22, 2";"80, 66";47,22833;39,76286;422393,541024486;2207682,82966646;4;0;2;2;8;3
"26";"22";344,197464576769;"23-я линия";"80, 70, 68, 54";NA;"22";"80, 66, 55";47,22788;39,76643;422339,290149464;2207952,40575071;4;0;1;3;8;6
"321";"22";187,751277232705;"29-я линия";"80, 70, 54";NA;"22, 2";"80, 66";47,2302;39,76944;422593,661599003;2208184,36805208;3;0;2;2;7;8
"311";"22";319,081840585371;"29-я линия";"80, 70, 68, 54";NA;"22";"80, 66, 55";47,22859;39,77018;422413,800797779;2208237,6232531;4;0;1;3;8;7
"451";"22";154,659969845967;"35-я линия";"80, 70, 54";NA;"22, 2";"80, 66";47,23055;39,77326;422628,078610805;2208474,25029276;3;0;2;2;7;11
"44";"22";317,842940067793;"35-я линия";"80, 70, 68, 54";NA;"22";"80, 66, 55";47,22937;39,77434;422495,626061445;2208554,00257167;4;0;1;3;8;10
"54";"22";670,08858373466;"45-я линия";"80, 70, 68, 54";NA;"22";"80, 66, 55";47,23022;39,77867;422585,051508684;2208883,36653177;4;0;1;3;8;12
"398";"22";182,620573451877;"пер. Боковский";"80, 70, 68, 54";NA;"22";"80, 66, 55, 53";47,23354;39,78739;422943,988570154;2209549,36746152;4;0;1;4;9;22
"225";"22";300,333928718422;"Домики";"80, 70, 68, 54";NA;"22";"80, 66, 55, 53";47,23395;39,7912;422985,154202762;2209838,56745275;4;0;1;4;9;17
"17";"22";231,212780037587;"1-й переулок";"80, 70, 54";NA;"22";"66, 55, 53, 80";47,23443;39,79511;423034,000755192;2210135,45370831;3;0;1;4;8;4
"719";"22";359,154627891618;"Роща";"80, 70, 54";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23489;39,79905;423080,60420616;2210434,57252359;3;0;1;8;12;52
"688";"22";390,445336058003;"Расковой";"80, 70, 54";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23555;39,8043;423147,957519699;2210833,21564344;3;0;1;8;12;50
"446";"22";414,222879811547;"пер. Молочный";"80, 70, 54";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23628;39,81071;423221,798879765;2211319,79989987;3;0;1;8;12;28
"270";"22";97,4430260835845;"Калинина";"80, 70, 68, 54";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23737;39,81595;423337,027691516;2211718,37998249;4;0;1;8;13;19
"466";"22";307,059910403108;"пер. Руднева";"80, 70, 68, 54";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23705;39,81715;423300,093149434;2211808,70893004;4;0;1;8;13;30
"370";"22";188,93606158532;"Общежитие";"80, 70, 68, 54";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23797;39,82098;423398,044974773;2212100,23189238;4;0;1;8;13;20
"3711";"22";214,791220322108;"Общежитие";"54, 80, 70, 68";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23782;39,82347;423378,562797003;2212288,51792795;4;0;1;8;13;21
"228";"22";330,664132699705;"Дом-интернат";"80, 70, 68, 54";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23815;39,82627;423412,101845087;2212501,06876435;4;0;1;8;13;18
"609";"22";NA;"пр. 40 лет Победы";"80, 70, 68, 54";NA;"22";"88, 80, 67, 66, 63, 55, 53, 14";47,23893;39,83049;423494,086844837;2212821,87266483;4;0;1;8;13;38
